"Week","REGION","LINEAGE2","count","total","collection_date","collection_date_num","prop"
20,"Yorkshire and The Humber","B.1.351",0,153,2021-05-10,18757.5,0
21,"Yorkshire and The Humber","B.1.351",0,118,2021-05-17,18764.5,0
22,"Yorkshire and The Humber","B.1.351",0,287,2021-05-24,18771.5,0
1,"London","B.1.525",1,2001,2020-12-28,18624.5,0.000499750124937531
2,"London","B.1.525",0,1547,2021-01-04,18631.5,0
3,"London","B.1.525",0,1479,2021-01-11,18638.5,0
4,"London","B.1.525",3,1639,2021-01-18,18645.5,0.00183038438071995
5,"London","B.1.525",2,1500,2021-01-25,18652.5,0.00133333333333333
6,"London","B.1.525",0,509,2021-02-01,18659.5,0
7,"London","B.1.525",1,672,2021-02-08,18666.5,0.00148809523809524
8,"London","B.1.525",0,902,2021-02-15,18673.5,0
9,"London","B.1.525",1,584,2021-02-22,18680.5,0.00171232876712329
10,"London","B.1.525",2,646,2021-03-01,18687.5,0.00309597523219814
11,"London","B.1.525",0,585,2021-03-08,18694.5,0
12,"London","B.1.525",2,515,2021-03-15,18701.5,0.00388349514563107
13,"London","B.1.525",5,647,2021-03-22,18708.5,0.00772797527047913
14,"London","B.1.525",2,438,2021-03-29,18715.5,0.0045662100456621
15,"London","B.1.525",0,351,2021-04-05,18722.5,0
16,"London","B.1.525",2,323,2021-04-12,18729.5,0.00619195046439629
17,"London","B.1.525",5,360,2021-04-19,18736.5,0.0138888888888889
18,"London","B.1.525",0,298,2021-04-26,18743.5,0
19,"London","B.1.525",5,389,2021-05-03,18750.5,0.012853470437018
20,"London","B.1.525",2,473,2021-05-10,18757.5,0.00422832980972516
21,"London","B.1.525",1,653,2021-05-17,18764.5,0.00153139356814701
22,"London","B.1.525",0,840,2021-05-24,18771.5,0
1,"North West","B.1.525",0,773,2020-12-28,18624.5,0
2,"North West","B.1.525",1,1559,2021-01-04,18631.5,0.00064143681847338
3,"North West","B.1.525",2,3522,2021-01-11,18638.5,0.00056785917092561
4,"North West","B.1.525",2,3310,2021-01-18,18645.5,0.000604229607250755
5,"North West","B.1.525",6,4832,2021-01-25,18652.5,0.00124172185430464
6,"North West","B.1.525",0,1063,2021-02-01,18659.5,0
7,"North West","B.1.525",1,1929,2021-02-08,18666.5,0.000518403317781234
8,"North West","B.1.525",4,2496,2021-02-15,18673.5,0.0016025641025641
9,"North West","B.1.525",5,1883,2021-02-22,18680.5,0.00265533722782793
10,"North West","B.1.525",3,1710,2021-03-01,18687.5,0.00175438596491228
11,"North West","B.1.525",0,1406,2021-03-08,18694.5,0
12,"North West","B.1.525",0,2025,2021-03-15,18701.5,0
13,"North West","B.1.525",0,2704,2021-03-22,18708.5,0
14,"North West","B.1.525",0,1777,2021-03-29,18715.5,0
15,"North West","B.1.525",1,891,2021-04-05,18722.5,0.00112233445566779
16,"North West","B.1.525",0,768,2021-04-12,18729.5,0
17,"North West","B.1.525",1,871,2021-04-19,18736.5,0.00114810562571757
18,"North West","B.1.525",3,1119,2021-04-26,18743.5,0.00268096514745308
19,"North West","B.1.525",3,1588,2021-05-03,18750.5,0.00188916876574307
20,"North West","B.1.525",7,1944,2021-05-10,18757.5,0.00360082304526749
21,"North West","B.1.525",1,2912,2021-05-17,18764.5,0.000343406593406593
22,"North West","B.1.525",1,3895,2021-05-24,18771.5,0.000256739409499358
1,"South West","B.1.525",0,127,2020-12-28,18624.5,0
2,"South West","B.1.525",0,259,2021-01-04,18631.5,0
3,"South West","B.1.525",0,468,2021-01-11,18638.5,0
4,"South West","B.1.525",0,258,2021-01-18,18645.5,0
5,"South West","B.1.525",0,279,2021-01-25,18652.5,0
6,"South West","B.1.525",0,92,2021-02-01,18659.5,0
7,"South West","B.1.525",0,197,2021-02-08,18666.5,0
8,"South West","B.1.525",2,272,2021-02-15,18673.5,0.00735294117647059
9,"South West","B.1.525",0,190,2021-02-22,18680.5,0
10,"South West","B.1.525",1,209,2021-03-01,18687.5,0.00478468899521531
11,"South West","B.1.525",0,140,2021-03-08,18694.5,0
12,"South West","B.1.525",0,103,2021-03-15,18701.5,0
13,"South West","B.1.525",0,150,2021-03-22,18708.5,0
14,"South West","B.1.525",0,100,2021-03-29,18715.5,0
15,"South West","B.1.525",0,93,2021-04-05,18722.5,0
16,"South West","B.1.525",0,47,2021-04-12,18729.5,0
17,"South West","B.1.525",0,32,2021-04-19,18736.5,0
18,"South West","B.1.525",0,30,2021-04-26,18743.5,0
19,"South West","B.1.525",0,20,2021-05-03,18750.5,0
20,"South West","B.1.525",0,57,2021-05-10,18757.5,0
21,"South West","B.1.525",0,135,2021-05-17,18764.5,0
22,"South West","B.1.525",0,162,2021-05-24,18771.5,0
1,"South East","B.1.525",0,863,2020-12-28,18624.5,0
2,"South East","B.1.525",0,951,2021-01-04,18631.5,0
3,"South East","B.1.525",1,852,2021-01-11,18638.5,0.00117370892018779
4,"South East","B.1.525",2,851,2021-01-18,18645.5,0.00235017626321974
5,"South East","B.1.525",0,1069,2021-01-25,18652.5,0
6,"South East","B.1.525",2,273,2021-02-01,18659.5,0.00732600732600733
7,"South East","B.1.525",0,597,2021-02-08,18666.5,0
8,"South East","B.1.525",0,828,2021-02-15,18673.5,0
9,"South East","B.1.525",0,526,2021-02-22,18680.5,0
10,"South East","B.1.525",1,704,2021-03-01,18687.5,0.00142045454545455
11,"South East","B.1.525",4,699,2021-03-08,18694.5,0.00572246065808298
12,"South East","B.1.525",3,484,2021-03-15,18701.5,0.00619834710743802
13,"South East","B.1.525",1,554,2021-03-22,18708.5,0.00180505415162455
14,"South East","B.1.525",2,326,2021-03-29,18715.5,0.00613496932515337
15,"South East","B.1.525",1,387,2021-04-05,18722.5,0.00258397932816537
16,"South East","B.1.525",1,324,2021-04-12,18729.5,0.00308641975308642
17,"South East","B.1.525",0,262,2021-04-19,18736.5,0
18,"South East","B.1.525",0,218,2021-04-26,18743.5,0
19,"South East","B.1.525",4,234,2021-05-03,18750.5,0.0170940170940171
20,"South East","B.1.525",0,241,2021-05-10,18757.5,0
21,"South East","B.1.525",0,288,2021-05-17,18764.5,0
22,"South East","B.1.525",0,587,2021-05-24,18771.5,0
1,"East of England","B.1.525",0,584,2020-12-28,18624.5,0
2,"East of England","B.1.525",1,705,2021-01-04,18631.5,0.00141843971631206
3,"East of England","B.1.525",0,737,2021-01-11,18638.5,0
4,"East of England","B.1.525",0,723,2021-01-18,18645.5,0
5,"East of England","B.1.525",0,706,2021-01-25,18652.5,0
6,"East of England","B.1.525",0,326,2021-02-01,18659.5,0
7,"East of England","B.1.525",0,604,2021-02-08,18666.5,0
8,"East of England","B.1.525",0,865,2021-02-15,18673.5,0
9,"East of England","B.1.525",0,437,2021-02-22,18680.5,0
10,"East of England","B.1.525",0,619,2021-03-01,18687.5,0
11,"East of England","B.1.525",0,806,2021-03-08,18694.5,0
12,"East of England","B.1.525",1,784,2021-03-15,18701.5,0.00127551020408163
13,"East of England","B.1.525",1,968,2021-03-22,18708.5,0.00103305785123967
14,"East of England","B.1.525",0,463,2021-03-29,18715.5,0
15,"East of England","B.1.525",0,368,2021-04-05,18722.5,0
16,"East of England","B.1.525",1,340,2021-04-12,18729.5,0.00294117647058824
17,"East of England","B.1.525",0,415,2021-04-19,18736.5,0
18,"East of England","B.1.525",0,447,2021-04-26,18743.5,0
19,"East of England","B.1.525",1,506,2021-05-03,18750.5,0.00197628458498024
20,"East of England","B.1.525",0,540,2021-05-10,18757.5,0
21,"East of England","B.1.525",0,757,2021-05-17,18764.5,0
22,"East of England","B.1.525",0,643,2021-05-24,18771.5,0
1,"East Midlands","B.1.525",0,85,2020-12-28,18624.5,0
2,"East Midlands","B.1.525",0,283,2021-01-04,18631.5,0
3,"East Midlands","B.1.525",0,300,2021-01-11,18638.5,0
4,"East Midlands","B.1.525",0,401,2021-01-18,18645.5,0
5,"East Midlands","B.1.525",0,548,2021-01-25,18652.5,0
6,"East Midlands","B.1.525",0,219,2021-02-01,18659.5,0
7,"East Midlands","B.1.525",0,516,2021-02-08,18666.5,0
8,"East Midlands","B.1.525",0,631,2021-02-15,18673.5,0
9,"East Midlands","B.1.525",0,486,2021-02-22,18680.5,0
10,"East Midlands","B.1.525",2,662,2021-03-01,18687.5,0.00302114803625378
11,"East Midlands","B.1.525",0,976,2021-03-08,18694.5,0
12,"East Midlands","B.1.525",1,1337,2021-03-15,18701.5,0.00074794315632012
13,"East Midlands","B.1.525",0,1836,2021-03-22,18708.5,0
14,"East Midlands","B.1.525",0,1135,2021-03-29,18715.5,0
15,"East Midlands","B.1.525",0,712,2021-04-05,18722.5,0
16,"East Midlands","B.1.525",0,588,2021-04-12,18729.5,0
17,"East Midlands","B.1.525",0,624,2021-04-19,18736.5,0
18,"East Midlands","B.1.525",0,584,2021-04-26,18743.5,0
19,"East Midlands","B.1.525",0,829,2021-05-03,18750.5,0
20,"East Midlands","B.1.525",0,681,2021-05-10,18757.5,0
21,"East Midlands","B.1.525",0,637,2021-05-17,18764.5,0
22,"East Midlands","B.1.525",0,642,2021-05-24,18771.5,0
1,"West Midlands","B.1.525",0,505,2020-12-28,18624.5,0
2,"West Midlands","B.1.525",3,884,2021-01-04,18631.5,0.00339366515837104
3,"West Midlands","B.1.525",0,932,2021-01-11,18638.5,0
4,"West Midlands","B.1.525",1,1041,2021-01-18,18645.5,0.000960614793467819
5,"West Midlands","B.1.525",1,1283,2021-01-25,18652.5,0.000779423226812159
6,"West Midlands","B.1.525",0,338,2021-02-01,18659.5,0
7,"West Midlands","B.1.525",0,400,2021-02-08,18666.5,0
8,"West Midlands","B.1.525",0,608,2021-02-15,18673.5,0
9,"West Midlands","B.1.525",0,430,2021-02-22,18680.5,0
10,"West Midlands","B.1.525",0,607,2021-03-01,18687.5,0
11,"West Midlands","B.1.525",1,842,2021-03-08,18694.5,0.00118764845605701
12,"West Midlands","B.1.525",0,1006,2021-03-15,18701.5,0
13,"West Midlands","B.1.525",0,1214,2021-03-22,18708.5,0
14,"West Midlands","B.1.525",0,885,2021-03-29,18715.5,0
15,"West Midlands","B.1.525",0,538,2021-04-05,18722.5,0
16,"West Midlands","B.1.525",2,529,2021-04-12,18729.5,0.00378071833648393
17,"West Midlands","B.1.525",3,533,2021-04-19,18736.5,0.00562851782363977
18,"West Midlands","B.1.525",5,503,2021-04-26,18743.5,0.0099403578528827
19,"West Midlands","B.1.525",0,534,2021-05-03,18750.5,0
20,"West Midlands","B.1.525",1,445,2021-05-10,18757.5,0.00224719101123596
21,"West Midlands","B.1.525",0,533,2021-05-17,18764.5,0
22,"West Midlands","B.1.525",0,691,2021-05-24,18771.5,0
1,"North East","B.1.525",0,263,2020-12-28,18624.5,0
2,"North East","B.1.525",0,322,2021-01-04,18631.5,0
3,"North East","B.1.525",0,233,2021-01-11,18638.5,0
4,"North East","B.1.525",0,752,2021-01-18,18645.5,0
5,"North East","B.1.525",0,462,2021-01-25,18652.5,0
6,"North East","B.1.525",0,174,2021-02-01,18659.5,0
7,"North East","B.1.525",0,206,2021-02-08,18666.5,0
8,"North East","B.1.525",0,1148,2021-02-15,18673.5,0
9,"North East","B.1.525",0,1547,2021-02-22,18680.5,0
10,"North East","B.1.525",0,1003,2021-03-01,18687.5,0
11,"North East","B.1.525",0,1416,2021-03-08,18694.5,0
12,"North East","B.1.525",0,1040,2021-03-15,18701.5,0
13,"North East","B.1.525",0,843,2021-03-22,18708.5,0
14,"North East","B.1.525",0,842,2021-03-29,18715.5,0
15,"North East","B.1.525",0,445,2021-04-05,18722.5,0
16,"North East","B.1.525",0,237,2021-04-12,18729.5,0
17,"North East","B.1.525",0,199,2021-04-19,18736.5,0
18,"North East","B.1.525",0,192,2021-04-26,18743.5,0
19,"North East","B.1.525",0,73,2021-05-03,18750.5,0
20,"North East","B.1.525",0,31,2021-05-10,18757.5,0
21,"North East","B.1.525",0,7,2021-05-17,18764.5,0
22,"North East","B.1.525",0,110,2021-05-24,18771.5,0
1,"Yorkshire and The Humber","B.1.525",0,195,2020-12-28,18624.5,0
2,"Yorkshire and The Humber","B.1.525",0,366,2021-01-04,18631.5,0
3,"Yorkshire and The Humber","B.1.525",0,535,2021-01-11,18638.5,0
4,"Yorkshire and The Humber","B.1.525",0,858,2021-01-18,18645.5,0
5,"Yorkshire and The Humber","B.1.525",3,981,2021-01-25,18652.5,0.00305810397553517
6,"Yorkshire and The Humber","B.1.525",0,225,2021-02-01,18659.5,0
7,"Yorkshire and The Humber","B.1.525",0,513,2021-02-08,18666.5,0
8,"Yorkshire and The Humber","B.1.525",0,1420,2021-02-15,18673.5,0
9,"Yorkshire and The Humber","B.1.525",0,2493,2021-02-22,18680.5,0
10,"Yorkshire and The Humber","B.1.525",1,2491,2021-03-01,18687.5,0.000401445202729827
11,"Yorkshire and The Humber","B.1.525",1,3273,2021-03-08,18694.5,0.000305530094714329
12,"Yorkshire and The Humber","B.1.525",4,3687,2021-03-15,18701.5,0.0010848928668294
13,"Yorkshire and The Humber","B.1.525",2,3692,2021-03-22,18708.5,0.000541711809317443
14,"Yorkshire and The Humber","B.1.525",0,2876,2021-03-29,18715.5,0
15,"Yorkshire and The Humber","B.1.525",0,1889,2021-04-05,18722.5,0
16,"Yorkshire and The Humber","B.1.525",0,1700,2021-04-12,18729.5,0
17,"Yorkshire and The Humber","B.1.525",0,1620,2021-04-19,18736.5,0
18,"Yorkshire and The Humber","B.1.525",0,1026,2021-04-26,18743.5,0
19,"Yorkshire and The Humber","B.1.525",0,359,2021-05-03,18750.5,0
20,"Yorkshire and The Humber","B.1.525",0,153,2021-05-10,18757.5,0
21,"Yorkshire and The Humber","B.1.525",0,118,2021-05-17,18764.5,0
22,"Yorkshire and The Humber","B.1.525",0,287,2021-05-24,18771.5,0
1,"London","B.1.617.1",0,2001,2020-12-28,18624.5,0
2,"London","B.1.617.1",0,1547,2021-01-04,18631.5,0
3,"London","B.1.617.1",0,1479,2021-01-11,18638.5,0
4,"London","B.1.617.1",0,1639,2021-01-18,18645.5,0
5,"London","B.1.617.1",0,1500,2021-01-25,18652.5,0
6,"London","B.1.617.1",0,509,2021-02-01,18659.5,0
7,"London","B.1.617.1",0,672,2021-02-08,18666.5,0
8,"London","B.1.617.1",0,902,2021-02-15,18673.5,0
9,"London","B.1.617.1",0,584,2021-02-22,18680.5,0
10,"London","B.1.617.1",0,646,2021-03-01,18687.5,0
11,"London","B.1.617.1",0,585,2021-03-08,18694.5,0
12,"London","B.1.617.1",0,515,2021-03-15,18701.5,0
13,"London","B.1.617.1",5,647,2021-03-22,18708.5,0.00772797527047913
14,"London","B.1.617.1",1,438,2021-03-29,18715.5,0.00228310502283105
15,"London","B.1.617.1",4,351,2021-04-05,18722.5,0.0113960113960114
16,"London","B.1.617.1",14,323,2021-04-12,18729.5,0.043343653250774
17,"London","B.1.617.1",10,360,2021-04-19,18736.5,0.0277777777777778
18,"London","B.1.617.1",8,298,2021-04-26,18743.5,0.0268456375838926
19,"London","B.1.617.1",3,389,2021-05-03,18750.5,0.0077120822622108
20,"London","B.1.617.1",2,473,2021-05-10,18757.5,0.00422832980972516
21,"London","B.1.617.1",4,653,2021-05-17,18764.5,0.00612557427258806
22,"London","B.1.617.1",2,840,2021-05-24,18771.5,0.00238095238095238
1,"North West","B.1.617.1",0,773,2020-12-28,18624.5,0
2,"North West","B.1.617.1",0,1559,2021-01-04,18631.5,0
3,"North West","B.1.617.1",0,3522,2021-01-11,18638.5,0
4,"North West","B.1.617.1",0,3310,2021-01-18,18645.5,0
5,"North West","B.1.617.1",0,4832,2021-01-25,18652.5,0
6,"North West","B.1.617.1",0,1063,2021-02-01,18659.5,0
7,"North West","B.1.617.1",0,1929,2021-02-08,18666.5,0
8,"North West","B.1.617.1",0,2496,2021-02-15,18673.5,0
9,"North West","B.1.617.1",0,1883,2021-02-22,18680.5,0
10,"North West","B.1.617.1",0,1710,2021-03-01,18687.5,0
11,"North West","B.1.617.1",0,1406,2021-03-08,18694.5,0
12,"North West","B.1.617.1",0,2025,2021-03-15,18701.5,0
13,"North West","B.1.617.1",1,2704,2021-03-22,18708.5,0.000369822485207101
14,"North West","B.1.617.1",0,1777,2021-03-29,18715.5,0
15,"North West","B.1.617.1",0,891,2021-04-05,18722.5,0
16,"North West","B.1.617.1",1,768,2021-04-12,18729.5,0.00130208333333333
17,"North West","B.1.617.1",0,871,2021-04-19,18736.5,0
18,"North West","B.1.617.1",0,1119,2021-04-26,18743.5,0
19,"North West","B.1.617.1",0,1588,2021-05-03,18750.5,0
20,"North West","B.1.617.1",0,1944,2021-05-10,18757.5,0
21,"North West","B.1.617.1",0,2912,2021-05-17,18764.5,0
22,"North West","B.1.617.1",0,3895,2021-05-24,18771.5,0
1,"South West","B.1.617.1",0,127,2020-12-28,18624.5,0
2,"South West","B.1.617.1",0,259,2021-01-04,18631.5,0
3,"South West","B.1.617.1",0,468,2021-01-11,18638.5,0
4,"South West","B.1.617.1",0,258,2021-01-18,18645.5,0
5,"South West","B.1.617.1",0,279,2021-01-25,18652.5,0
6,"South West","B.1.617.1",0,92,2021-02-01,18659.5,0
7,"South West","B.1.617.1",0,197,2021-02-08,18666.5,0
8,"South West","B.1.617.1",0,272,2021-02-15,18673.5,0
9,"South West","B.1.617.1",0,190,2021-02-22,18680.5,0
10,"South West","B.1.617.1",0,209,2021-03-01,18687.5,0
11,"South West","B.1.617.1",0,140,2021-03-08,18694.5,0
12,"South West","B.1.617.1",0,103,2021-03-15,18701.5,0
13,"South West","B.1.617.1",0,150,2021-03-22,18708.5,0
14,"South West","B.1.617.1",0,100,2021-03-29,18715.5,0
15,"South West","B.1.617.1",0,93,2021-04-05,18722.5,0
16,"South West","B.1.617.1",1,47,2021-04-12,18729.5,0.0212765957446809
17,"South West","B.1.617.1",1,32,2021-04-19,18736.5,0.03125
18,"South West","B.1.617.1",0,30,2021-04-26,18743.5,0
19,"South West","B.1.617.1",0,20,2021-05-03,18750.5,0
20,"South West","B.1.617.1",0,57,2021-05-10,18757.5,0
21,"South West","B.1.617.1",1,135,2021-05-17,18764.5,0.00740740740740741
22,"South West","B.1.617.1",0,162,2021-05-24,18771.5,0
1,"South East","B.1.617.1",0,863,2020-12-28,18624.5,0
2,"South East","B.1.617.1",0,951,2021-01-04,18631.5,0
3,"South East","B.1.617.1",0,852,2021-01-11,18638.5,0
4,"South East","B.1.617.1",0,851,2021-01-18,18645.5,0
5,"South East","B.1.617.1",0,1069,2021-01-25,18652.5,0
6,"South East","B.1.617.1",0,273,2021-02-01,18659.5,0
7,"South East","B.1.617.1",0,597,2021-02-08,18666.5,0
8,"South East","B.1.617.1",0,828,2021-02-15,18673.5,0
9,"South East","B.1.617.1",0,526,2021-02-22,18680.5,0
10,"South East","B.1.617.1",0,704,2021-03-01,18687.5,0
11,"South East","B.1.617.1",0,699,2021-03-08,18694.5,0
12,"South East","B.1.617.1",0,484,2021-03-15,18701.5,0
13,"South East","B.1.617.1",0,554,2021-03-22,18708.5,0
14,"South East","B.1.617.1",0,326,2021-03-29,18715.5,0
15,"South East","B.1.617.1",3,387,2021-04-05,18722.5,0.00775193798449612
16,"South East","B.1.617.1",3,324,2021-04-12,18729.5,0.00925925925925926
17,"South East","B.1.617.1",2,262,2021-04-19,18736.5,0.00763358778625954
18,"South East","B.1.617.1",4,218,2021-04-26,18743.5,0.018348623853211
19,"South East","B.1.617.1",1,234,2021-05-03,18750.5,0.00427350427350427
20,"South East","B.1.617.1",0,241,2021-05-10,18757.5,0
21,"South East","B.1.617.1",2,288,2021-05-17,18764.5,0.00694444444444444
22,"South East","B.1.617.1",0,587,2021-05-24,18771.5,0
1,"East of England","B.1.617.1",0,584,2020-12-28,18624.5,0
2,"East of England","B.1.617.1",0,705,2021-01-04,18631.5,0
3,"East of England","B.1.617.1",0,737,2021-01-11,18638.5,0
4,"East of England","B.1.617.1",0,723,2021-01-18,18645.5,0
5,"East of England","B.1.617.1",0,706,2021-01-25,18652.5,0
6,"East of England","B.1.617.1",0,326,2021-02-01,18659.5,0
7,"East of England","B.1.617.1",0,604,2021-02-08,18666.5,0
8,"East of England","B.1.617.1",0,865,2021-02-15,18673.5,0
9,"East of England","B.1.617.1",0,437,2021-02-22,18680.5,0
10,"East of England","B.1.617.1",0,619,2021-03-01,18687.5,0
11,"East of England","B.1.617.1",0,806,2021-03-08,18694.5,0
12,"East of England","B.1.617.1",0,784,2021-03-15,18701.5,0
13,"East of England","B.1.617.1",0,968,2021-03-22,18708.5,0
14,"East of England","B.1.617.1",0,463,2021-03-29,18715.5,0
15,"East of England","B.1.617.1",0,368,2021-04-05,18722.5,0
16,"East of England","B.1.617.1",1,340,2021-04-12,18729.5,0.00294117647058824
17,"East of England","B.1.617.1",3,415,2021-04-19,18736.5,0.0072289156626506
18,"East of England","B.1.617.1",3,447,2021-04-26,18743.5,0.00671140939597315
19,"East of England","B.1.617.1",1,506,2021-05-03,18750.5,0.00197628458498024
20,"East of England","B.1.617.1",0,540,2021-05-10,18757.5,0
21,"East of England","B.1.617.1",0,757,2021-05-17,18764.5,0
22,"East of England","B.1.617.1",0,643,2021-05-24,18771.5,0
1,"East Midlands","B.1.617.1",0,85,2020-12-28,18624.5,0
2,"East Midlands","B.1.617.1",0,283,2021-01-04,18631.5,0
3,"East Midlands","B.1.617.1",0,300,2021-01-11,18638.5,0
4,"East Midlands","B.1.617.1",0,401,2021-01-18,18645.5,0
5,"East Midlands","B.1.617.1",0,548,2021-01-25,18652.5,0
6,"East Midlands","B.1.617.1",0,219,2021-02-01,18659.5,0
7,"East Midlands","B.1.617.1",0,516,2021-02-08,18666.5,0
8,"East Midlands","B.1.617.1",0,631,2021-02-15,18673.5,0
9,"East Midlands","B.1.617.1",0,486,2021-02-22,18680.5,0
10,"East Midlands","B.1.617.1",0,662,2021-03-01,18687.5,0
11,"East Midlands","B.1.617.1",0,976,2021-03-08,18694.5,0
12,"East Midlands","B.1.617.1",0,1337,2021-03-15,18701.5,0
13,"East Midlands","B.1.617.1",0,1836,2021-03-22,18708.5,0
14,"East Midlands","B.1.617.1",0,1135,2021-03-29,18715.5,0
15,"East Midlands","B.1.617.1",1,712,2021-04-05,18722.5,0.00140449438202247
16,"East Midlands","B.1.617.1",4,588,2021-04-12,18729.5,0.00680272108843537
17,"East Midlands","B.1.617.1",15,624,2021-04-19,18736.5,0.0240384615384615
18,"East Midlands","B.1.617.1",4,584,2021-04-26,18743.5,0.00684931506849315
19,"East Midlands","B.1.617.1",0,829,2021-05-03,18750.5,0
20,"East Midlands","B.1.617.1",0,681,2021-05-10,18757.5,0
21,"East Midlands","B.1.617.1",0,637,2021-05-17,18764.5,0
22,"East Midlands","B.1.617.1",0,642,2021-05-24,18771.5,0
1,"West Midlands","B.1.617.1",0,505,2020-12-28,18624.5,0
2,"West Midlands","B.1.617.1",0,884,2021-01-04,18631.5,0
3,"West Midlands","B.1.617.1",0,932,2021-01-11,18638.5,0
4,"West Midlands","B.1.617.1",0,1041,2021-01-18,18645.5,0
5,"West Midlands","B.1.617.1",0,1283,2021-01-25,18652.5,0
6,"West Midlands","B.1.617.1",0,338,2021-02-01,18659.5,0
7,"West Midlands","B.1.617.1",0,400,2021-02-08,18666.5,0
8,"West Midlands","B.1.617.1",0,608,2021-02-15,18673.5,0
9,"West Midlands","B.1.617.1",0,430,2021-02-22,18680.5,0
10,"West Midlands","B.1.617.1",0,607,2021-03-01,18687.5,0
11,"West Midlands","B.1.617.1",0,842,2021-03-08,18694.5,0
12,"West Midlands","B.1.617.1",0,1006,2021-03-15,18701.5,0
13,"West Midlands","B.1.617.1",0,1214,2021-03-22,18708.5,0
14,"West Midlands","B.1.617.1",0,885,2021-03-29,18715.5,0
15,"West Midlands","B.1.617.1",0,538,2021-04-05,18722.5,0
16,"West Midlands","B.1.617.1",0,529,2021-04-12,18729.5,0
17,"West Midlands","B.1.617.1",9,533,2021-04-19,18736.5,0.0168855534709193
18,"West Midlands","B.1.617.1",10,503,2021-04-26,18743.5,0.0198807157057654
19,"West Midlands","B.1.617.1",4,534,2021-05-03,18750.5,0.00749063670411985
20,"West Midlands","B.1.617.1",2,445,2021-05-10,18757.5,0.00449438202247191
21,"West Midlands","B.1.617.1",0,533,2021-05-17,18764.5,0
22,"West Midlands","B.1.617.1",0,691,2021-05-24,18771.5,0
1,"North East","B.1.617.1",0,263,2020-12-28,18624.5,0
2,"North East","B.1.617.1",0,322,2021-01-04,18631.5,0
3,"North East","B.1.617.1",0,233,2021-01-11,18638.5,0
4,"North East","B.1.617.1",0,752,2021-01-18,18645.5,0
5,"North East","B.1.617.1",0,462,2021-01-25,18652.5,0
6,"North East","B.1.617.1",0,174,2021-02-01,18659.5,0
7,"North East","B.1.617.1",0,206,2021-02-08,18666.5,0
8,"North East","B.1.617.1",0,1148,2021-02-15,18673.5,0
9,"North East","B.1.617.1",0,1547,2021-02-22,18680.5,0
10,"North East","B.1.617.1",0,1003,2021-03-01,18687.5,0
11,"North East","B.1.617.1",0,1416,2021-03-08,18694.5,0
12,"North East","B.1.617.1",0,1040,2021-03-15,18701.5,0
13,"North East","B.1.617.1",0,843,2021-03-22,18708.5,0
14,"North East","B.1.617.1",0,842,2021-03-29,18715.5,0
15,"North East","B.1.617.1",0,445,2021-04-05,18722.5,0
16,"North East","B.1.617.1",0,237,2021-04-12,18729.5,0
17,"North East","B.1.617.1",0,199,2021-04-19,18736.5,0
18,"North East","B.1.617.1",0,192,2021-04-26,18743.5,0
19,"North East","B.1.617.1",0,73,2021-05-03,18750.5,0
20,"North East","B.1.617.1",0,31,2021-05-10,18757.5,0
21,"North East","B.1.617.1",0,7,2021-05-17,18764.5,0
22,"North East","B.1.617.1",0,110,2021-05-24,18771.5,0
1,"Yorkshire and The Humber","B.1.617.1",0,195,2020-12-28,18624.5,0
2,"Yorkshire and The Humber","B.1.617.1",0,366,2021-01-04,18631.5,0
3,"Yorkshire and The Humber","B.1.617.1",0,535,2021-01-11,18638.5,0
4,"Yorkshire and The Humber","B.1.617.1",0,858,2021-01-18,18645.5,0
5,"Yorkshire and The Humber","B.1.617.1",0,981,2021-01-25,18652.5,0
6,"Yorkshire and The Humber","B.1.617.1",0,225,2021-02-01,18659.5,0
7,"Yorkshire and The Humber","B.1.617.1",0,513,2021-02-08,18666.5,0
8,"Yorkshire and The Humber","B.1.617.1",0,1420,2021-02-15,18673.5,0
9,"Yorkshire and The Humber","B.1.617.1",0,2493,2021-02-22,18680.5,0
10,"Yorkshire and The Humber","B.1.617.1",0,2491,2021-03-01,18687.5,0
11,"Yorkshire and The Humber","B.1.617.1",0,3273,2021-03-08,18694.5,0
12,"Yorkshire and The Humber","B.1.617.1",0,3687,2021-03-15,18701.5,0
13,"Yorkshire and The Humber","B.1.617.1",0,3692,2021-03-22,18708.5,0
14,"Yorkshire and The Humber","B.1.617.1",2,2876,2021-03-29,18715.5,0.000695410292072323
15,"Yorkshire and The Humber","B.1.617.1",0,1889,2021-04-05,18722.5,0
16,"Yorkshire and The Humber","B.1.617.1",1,1700,2021-04-12,18729.5,0.000588235294117647
17,"Yorkshire and The Humber","B.1.617.1",2,1620,2021-04-19,18736.5,0.00123456790123457
18,"Yorkshire and The Humber","B.1.617.1",0,1026,2021-04-26,18743.5,0
19,"Yorkshire and The Humber","B.1.617.1",1,359,2021-05-03,18750.5,0.00278551532033426
20,"Yorkshire and The Humber","B.1.617.1",0,153,2021-05-10,18757.5,0
21,"Yorkshire and The Humber","B.1.617.1",0,118,2021-05-17,18764.5,0
22,"Yorkshire and The Humber","B.1.617.1",0,287,2021-05-24,18771.5,0
1,"London","B.1.617.2",0,2001,2020-12-28,18624.5,0
2,"London","B.1.617.2",0,1547,2021-01-04,18631.5,0
3,"London","B.1.617.2",0,1479,2021-01-11,18638.5,0
4,"London","B.1.617.2",0,1639,2021-01-18,18645.5,0
