"LINEAGE2","DATE_NUM","REGION","prob","SE","df","asymp.LCL","asymp.UCL","collection_date"
"B.1.1.7",18562,"London",0.0247739897018012,0.000981846445215352,NA,0.0228496060308304,0.026698373372772,2020-10-27
"other",18562,"London",0.449641573595669,0.00553991352810082,NA,0.438783542603125,0.460499604588212,2020-10-27
"B.1.177+",18562,"London",0.525579949277512,0.00545427758765053,NA,0.514889761644033,0.536270136910991,2020-10-27
"B.1.525",18562,"London",0.001,1.8232673859351e-06,NA,0.001,0.001,2020-10-27
"B.1.351",18562,"London",0.001,1.77770976787368e-06,NA,0.001,0.001,2020-10-27
"P.1",18562,"London",0.001,5.7647284607105e-12,NA,0.001,0.001,2020-10-27
"B.1.617.1",18562,"London",0.001,6.21894918336477e-72,NA,0.001,0.001,2020-10-27
"B.1.617.2",18562,"London",0.001,4.80230404728394e-36,NA,0.001,0.001,2020-10-27
"B.1.1.7",18566,"London",0.0375853884946991,0.00136353917597526,NA,0.0349129008182782,0.0402578761711201,2020-10-31
"other",18566,"London",0.418921217810975,0.00543985908968335,NA,0.408259289914223,0.429583145707727,2020-10-31
"B.1.177+",18566,"London",0.543485275768457,0.00534095886979839,NA,0.533017188740742,0.553953362796172,2020-10-31
"B.1.525",18566,"London",0.001,3.03604078207117e-06,NA,0.001,0.001,2020-10-31
"B.1.351",18566,"London",0.001,3.09513731847914e-06,NA,0.001,0.001,2020-10-31
"P.1",18566,"London",0.001,1.78433133191492e-11,NA,0.001,0.001,2020-10-31
"B.1.617.1",18566,"London",0.001,1.09345399318567e-68,NA,0.001,0.001,2020-10-31
"B.1.617.2",18566,"London",0.001,1.26622860520654e-34,NA,0.001,0.001,2020-10-31
"B.1.1.7",18570,"London",0.0562481800166233,0.00185639686891369,NA,0.0526097090125395,0.059886651020707,2020-11-04
"other",18570,"London",0.387966260613013,0.00530980787859988,NA,0.37755922840613,0.398373292819896,2020-11-04
"B.1.177+",18570,"London",0.555771092823408,0.00521736224474437,NA,0.54554525072941,0.565996934917406,2020-11-04
"B.1.525",18570,"London",0.001,4.96727886119679e-06,NA,0.001,0.001,2020-11-04
"B.1.351",18570,"London",0.001,5.29317937698157e-06,NA,0.001,0.001,2020-11-04
"P.1",18570,"London",0.001,5.39050183107329e-11,NA,0.001,0.001,2020-11-04
"B.1.617.1",18570,"London",0.001,1.71657898757641e-65,NA,0.001,0.001,2020-11-04
"B.1.617.2",18570,"London",0.001,3.18357008389899e-33,NA,0.001,0.001,2020-11-04
"B.1.1.7",18574,"London",0.0828263980075897,0.00246839410315806,NA,0.0779884344657488,0.0876643615494305,2020-11-08
"other",18574,"London",0.35643440262864,0.00514405151774036,NA,0.34635224691925,0.366516558338029,2020-11-08
"B.1.177+",18574,"London",0.560713871310405,0.00510171157180959,NA,0.550714700370147,0.570713042250663,2020-11-08
"B.1.525",18574,"London",0.001,7.96328460320381e-06,NA,0.001,0.001,2020-11-08
"B.1.351",18574,"London",0.001,8.86671251491617e-06,NA,0.001,0.001,2020-11-08
"P.1",18574,"London",0.001,1.58433469600804e-10,NA,0.001,0.001,2020-11-08
"B.1.617.1",18574,"London",0.001,2.38418712158607e-62,NA,0.001,0.001,2020-11-08
"B.1.617.2",18574,"London",0.001,7.59601235191668e-32,NA,0.001,0.001,2020-11-08
"B.1.1.7",18578,"London",0.119612764584506,0.00318986016291123,NA,0.113360753549481,0.125864775619531,2020-11-12
"other",18578,"London",0.323959509320167,0.00493581828492704,NA,0.314285483247476,0.333633535392858,2020-11-12
"B.1.177+",18578,"London",0.556384307706396,0.00502050195429732,NA,0.54654430469166,0.566224310721131,2020-11-12
"B.1.525",18578,"London",0.001,1.24655399844258e-05,NA,0.001,0.001,2020-11-12
"B.1.351",18578,"London",0.001,1.44970498271041e-05,NA,0.001,0.001,2020-11-12
"P.1",18578,"London",0.001,4.51238241033367e-10,NA,0.001,0.001,2020-11-12
"B.1.617.1",18578,"London",0.001,2.90094401612452e-59,NA,0.001,0.001,2020-11-12
"B.1.617.2",18578,"London",0.001,1.71051262700808e-30,NA,0.001,0.001,2020-11-12
"B.1.1.7",18582,"London",0.168731633705843,0.00398231410639274,NA,0.160926441482188,0.176536825929499,2020-11-16
"other",18582,"London",0.290277190475064,0.00467834093952117,NA,0.281107810726203,0.299446570223925,2020-11-16
"B.1.177+",18582,"London",0.540918601629613,0.00499931276451311,NA,0.531120128663716,0.55071707459551,2020-11-16
"B.1.525",18582,"London",0.001,1.89733425352284e-05,NA,0.001,0.001,2020-11-16
"B.1.351",18582,"London",0.001,2.303620510347e-05,NA,0.001,0.001,2020-11-16
"P.1",18582,"London",0.001,1.23955098359126e-09,NA,0.001,0.001,2020-11-16
"B.1.617.1",18582,"London",0.001,3.05953882175331e-56,NA,0.001,0.001,2020-11-16
"B.1.617.2",18582,"London",0.001,3.61259306532173e-29,NA,0.001,0.001,2020-11-16
"B.1.1.7",18586,"London",0.231460118435427,0.00477052441603202,NA,0.222110062392635,0.240810174478219,2020-11-20
"other",18586,"London",0.255399721594006,0.00436660958888172,NA,0.246841324065251,0.263958119122761,2020-11-20
"B.1.177+",18586,"London",0.513022421804825,0.00504196322282217,NA,0.503140355476718,0.522904488132932,2020-11-20
"B.1.525",18586,"London",0.001,2.79481310690213e-05,NA,0.001,0.001,2020-11-20
"B.1.351",18586,"London",0.001,3.54068238740496e-05,NA,0.001,0.001,2020-11-20
"P.1",18586,"London",0.001,3.26712748574668e-09,NA,0.001,0.001,2020-11-20
"B.1.617.1",18586,"London",0.001,2.76614520766167e-53,NA,0.001,0.001,2020-11-20
"B.1.617.2",18586,"London",0.001,7.10777110944418e-28,NA,0.001,0.001,2020-11-20
"B.1.1.7",18590,"London",0.307386767282153,0.00544663387226077,NA,0.296711561055546,0.31806197350876,2020-11-24
"other",18590,"London",0.219788892953952,0.00399975765925391,NA,0.211949511994926,0.227628273912978,2020-11-24
"B.1.177+",18590,"London",0.472639801312149,0.0051099632985545,NA,0.462624457284661,0.482655145339637,2020-11-24
"B.1.525",18590,"London",0.001,3.96576760408003e-05,NA,0.001,0.001,2020-11-24
"B.1.351",18590,"London",0.001,5.23909645840237e-05,NA,0.001,0.001,2020-11-24
"P.1",18590,"London",0.001,8.2199519731607e-09,NA,0.001,0.001,2020-11-24
"B.1.617.1",18590,"London",0.001,2.12031060592039e-50,NA,0.001,0.001,2020-11-24
"B.1.617.2",18590,"London",0.001,1.29406219547386e-26,NA,0.001,0.001,2020-11-24
"B.1.1.7",18594,"London",0.393778462547307,0.00589398885736343,NA,0.382226456661594,0.40533046843302,2020-11-28
"other",18594,"London",0.184425579843694,0.00358367031141991,NA,0.177401715100846,0.191449444586543,2020-11-28
"B.1.177+",18594,"London",0.421517564409282,0.00512603634968489,NA,0.411470717780456,0.431564411038107,2020-11-28
"B.1.525",18594,"London",0.001,5.40046448279968e-05,NA,0.001,0.001,2020-11-28
"B.1.351",18594,"London",0.001,7.43412762131053e-05,NA,0.001,0.001,2020-11-28
"P.1",18594,"London",0.001,1.96556914090577e-08,NA,0.001,0.001,2020-11-28
"B.1.617.1",18594,"London",0.001,1.36392859675313e-47,NA,0.001,0.001,2020-11-28
"B.1.617.2",18594,"London",0.001,2.16734285867867e-25,NA,0.001,0.001,2020-11-28
"B.1.1.7",18598,"London",0.485658226201734,0.00602687990692193,NA,0.473845758645019,0.497470693758449,2020-12-02
"other",18598,"London",0.150676212311447,0.00313275401378929,NA,0.144536127271997,0.156816297350897,2020-12-02
"B.1.177+",18598,"London",0.36326217080767,0.00500890959994142,NA,0.353444888389968,0.373079453225372,2020-12-02
"B.1.525",18598,"London",0.001,7.04330472624518e-05,NA,0.001,0.001,2020-12-02
"B.1.351",18598,"London",0.001,0.000100936928661243,NA,0.001,0.001,2020-12-02
"P.1",18598,"London",0.001,4.4551188843503e-08,NA,0.001,0.001,2020-12-02
"B.1.617.1",18598,"London",0.001,7.30024787936946e-45,NA,0.001,0.001,2020-12-02
"B.1.617.2",18598,"London",0.001,3.32520115513146e-24,NA,0.001,0.001,2020-12-02
"B.1.1.7",18602,"London",0.576829566195526,0.00582588781113403,NA,0.565411035907732,0.588248096483319,2020-12-06
"other",18602,"London",0.119957152705184,0.0026692299081593,NA,0.114725558218735,0.125188747191634,2020-12-06
"B.1.177+",18602,"London",0.302651775793367,0.00471534815505126,NA,0.2934098632349,0.311893688351835,2020-12-06
"B.1.525",18602,"London",0.001,8.79996640282765e-05,NA,0.001,0.001,2020-12-06
"B.1.351",18602,"London",0.001,0.000131141855363697,NA,0.001,0.001,2020-12-06
"P.1",18602,"London",0.001,9.56722245703235e-08,NA,0.001,0.001,2020-12-06
"B.1.617.1",18602,"London",0.001,3.23067272149904e-42,NA,0.001,0.001,2020-12-06
"B.1.617.2",18602,"London",0.001,4.66404612443697e-23,NA,0.001,0.001,2020-12-06
"B.1.1.7",18606,"London",0.661466323255521,0.00534504385387438,NA,0.65099022980614,0.671942416704902,2020-12-10
"other",18606,"London",0.0933458108940317,0.00221899261497072,NA,0.0889966652867288,0.0976949565013347,2020-12-10
"B.1.177+",18606,"London",0.244435224897782,0.00425878901653178,NA,0.236088151807625,0.252782297987939,2020-12-10
"B.1.525",18606,"London",0.001,0.000105606615065036,NA,0.001,0.001,2020-12-10
"B.1.351",18606,"London",0.001,0.00016342790223174,NA,0.001,0.001,2020-12-10
"P.1",18606,"London",0.001,1.95005545376046e-07,NA,0.001,0.001,2020-12-10
"B.1.617.1",18606,"London",0.001,1.17730800904056e-39,NA,0.001,0.001,2020-12-10
"B.1.617.2",18606,"London",0.001,5.98241665253011e-22,NA,0.001,0.001,2020-12-10
"B.1.1.7",18610,"London",0.735463215317204,0.00468611454093018,NA,0.726278599589551,0.744647831044857,2020-12-14
"other",18610,"London",0.0713385206503385,0.00180540208606292,NA,0.0677999975840417,0.0748770437166353,2020-12-14
"B.1.177+",18610,"London",0.192222785359768,0.00369612311727365,NA,0.184978517167486,0.199467053552051,2020-12-14
"B.1.525",18610,"London",0.001,0.000122283420399258,NA,0.001,0.001,2020-12-14
"B.1.351",18610,"London",0.001,0.00019615578749632,NA,0.001,0.00104358121158979,2020-12-14
"P.1",18610,"London",0.001,3.78583138241917e-07,NA,0.001,0.001,2020-12-14
"B.1.617.1",18610,"London",0.001,3.52454285603322e-37,NA,0.001,0.001,2020-12-14
"B.1.617.2",18610,"London",0.001,7.03098058625373e-21,NA,0.001,0.001,2020-12-14
"B.1.1.7",18614,"London",0.796956166612546,0.00395898854096076,NA,0.789196691657056,0.804715641568036,2020-12-18
"other",18614,"London",0.0538474373493714,0.00144419349584088,NA,0.0510168701108163,0.0566780045879265,2020-12-18
"B.1.177+",18614,"London",0.147967790331362,0.00309822652203465,NA,0.141895377932228,0.154040202730497,2020-12-18
"B.1.525",18614,"London",0.001,0.000137387339525051,NA,0.001,0.001,2020-12-18
"B.1.351",18614,"London",0.001,0.000227922611090456,NA,0.001,0.00128695427590681,2020-12-18
"P.1",18614,"London",0.001,7.0310664381974e-07,NA,0.001,0.001,2020-12-18
"B.1.617.1",18614,"London",0.001,8.65525897796715e-35,NA,0.001,0.001,2020-12-18
"B.1.617.2",18614,"London",0.001,7.59299840488433e-20,NA,0.001,0.001,2020-12-18
"B.1.1.7",18618,"London",0.846022400810081,0.00325147864643516,NA,0.839649619766567,0.852395181853595,2020-12-22
"other",18618,"London",0.0403733849997259,0.00114179655134795,NA,0.0381355048814119,0.0426112651180399,2020-12-22
"B.1.177+",18618,"London",0.112092850234974,0.0025249054777082,NA,0.107144126434298,0.11704157403565,2020-12-22
"B.1.525",18618,"London",0.001,0.000150668392825404,NA,0.001,0.001,2020-12-22
"B.1.351",18618,"London",0.00104559412769415,0.000257753620059128,NA,0.001,0.00155078193989486,2020-12-22
"P.1",18618,"London",0.001,1.25470634659213e-06,NA,0.001,0.001,2020-12-22
"B.1.617.1",18618,"London",0.001,1.74098399190142e-32,NA,0.001,0.001,2020-12-22
"B.1.617.2",18618,"London",0.001,7.55661059724805e-19,NA,0.001,0.001,2020-12-22
"B.1.1.7",18622,"London",0.883975652062659,0.00261807950665593,NA,0.878844310520951,0.889106993604367,2020-12-26
"other",18622,"London",0.0302256297945623,0.000896849529697945,NA,0.0284678370168027,0.031983422572322,2020-12-26
"B.1.177+",18622,"London",0.0839745281408704,0.00201386214584521,NA,0.0800274308651853,0.0879216254165556,2020-12-26
"B.1.525",18622,"London",0.001,0.000162231910240991,NA,0.001,0.001,2020-12-26
"B.1.351",18622,"London",0.00127595216034953,0.000285142545633545,NA,0.001,0.00183482128025135,2020-12-26
"P.1",18622,"London",0.001,2.15983278675849e-06,NA,0.001,0.001,2020-12-26
"B.1.617.1",18622,"London",0.001,2.86286124004156e-30,NA,0.001,0.001,2020-12-26
"B.1.617.2",18622,"London",0.001,6.94701761767168e-18,NA,0.001,0.001,2020-12-26
"B.1.1.7",18626,"London",0.91266895222565,0.00208334993757042,NA,0.908585661380818,0.916752243070482,2020-12-30
"other",18626,"London",0.0226951453249476,0.000703153136205909,NA,0.0213169905023676,0.0240733001475276,2020-12-30
"B.1.177+",18626,"London",0.0624673604119283,0.00158146725752524,NA,0.0593677415444495,0.0655669792794071,2020-12-30
"B.1.525",18626,"London",0.001,0.000172460373000322,NA,0.001,0.001,2020-12-30
"B.1.351",18626,"London",0.00153271050475206,0.00031001537587327,NA,0.001,0.00214032947611732,2020-12-30
"P.1",18626,"London",0.001,3.59763468100811e-06,NA,0.001,0.001,2020-12-30
"B.1.617.1",18626,"London",0.001,3.83807147530759e-28,NA,0.001,0.001,2020-12-30
"B.1.617.2",18626,"London",0.001,5.90929984906111e-17,NA,0.001,0.001,2020-12-30
"B.1.1.7",18630,"London",0.934007099130393,0.00165131917836278,NA,0.930770573013822,0.937243625246965,2021-01-03
"other",18630,"London",0.0171530442452257,0.000552464407050814,NA,0.0160702339046659,0.0182358545857856,2021-01-03
"B.1.177+",18630,"London",0.0462932341911181,0.00122891899190945,NA,0.0438845972270583,0.0487018711551779,2021-01-03
"B.1.525",18630,"London",0.001,0.000181935857827237,NA,0.001,0.00108255730615951,2021-01-03
"B.1.351",18630,"London",0.0018177421006768,0.000332687498377722,NA,0.00116568658574974,0.00246979761560387,2021-01-03
"P.1",18630,"London",0.001,5.8122229995022e-06,NA,0.001,0.001,2021-01-03
"B.1.617.1",18630,"London",0.001,4.18014478124651e-26,NA,0.001,0.001,2021-01-03
"B.1.617.2",18630,"London",0.001,4.65475667822239e-16,NA,0.001,0.001,2021-01-03
"B.1.1.7",18634,"London",0.949687093718714,0.00131479635485342,NA,0.947110140216197,0.952264047221231,2021-01-07
"other",18634,"London",0.0130874016860939,0.000436412588500043,NA,0.012232048730234,0.0139427546419539,2021-01-07
"B.1.177+",18634,"London",0.0342644429354831,0.000948873634095343,NA,0.0324046847867766,0.0361242010841896,2021-01-07
"B.1.525",18634,"London",0.001,0.000191372431171086,NA,0.001,0.00119796603404414,2021-01-07
"B.1.351",18634,"London",0.00213315703750416,0.000353844809886935,NA,0.00143963395400935,0.00282668012099898,2021-01-07
"P.1",18634,"London",0.001,9.1220213760951e-06,NA,0.001,0.001,2021-01-07
"B.1.617.1",18634,"London",0.001,3.68272050195657e-24,NA,0.001,0.001,2021-01-07
"B.1.617.2",18634,"London",0.001,3.39565329973451e-15,NA,0.001,0.001,2021-01-07
"B.1.1.7",18638,"London",0.961103363070358,0.00106211391564509,NA,0.959021658048215,0.963185068092502,2021-01-11
"other",18638,"London",0.01010320599252,0.000347514276051095,NA,0.00942209052734631,0.0107843214576936,2021-01-11
"B.1.177+",18638,"London",0.0253787848827583,0.000730417187191223,NA,0.0239471935021744,0.0268103762633421,2021-01-11
"B.1.525",18638,"London",0.001,0.000201548108985105,NA,0.001,0.00132013727862432,2021-01-11
"B.1.351",18638,"London",0.00248107603492285,0.000374540644161915,NA,0.00174698986161906,0.00321516220822663,2021-01-11
"P.1",18638,"London",0.001,1.39221726657712e-05,NA,0.001,0.001,2021-01-11
"B.1.617.1",18638,"London",0.001,2.61161852709694e-22,NA,0.001,0.001,2021-01-11
"B.1.617.2",18638,"London",0.001,2.29298685320656e-14,NA,0.001,0.001,2021-01-11
"B.1.1.7",18642,"London",0.969346249912408,0.00088106690069667,NA,0.967619390519072,0.971073109305744,2021-01-15
"other",18642,"London",0.00790573825985252,0.000279548607038249,NA,0.00735783305812921,0.00845364346157583,2021-01-15
"B.1.177+",18642,"London",0.0188379011033277,0.000562093704466132,NA,0.0177362176866374,0.0199395845200181,2021-01-15
"B.1.525",18642,"London",0.00103275418194224,0.000213223725861818,NA,0.001,0.00145066500528084,2021-01-15
"B.1.351",18642,"London",0.00286343010324656,0.000396173679384077,NA,0.00208694396003105,0.00363991624646207,2021-01-15
"P.1",18642,"London",0.001,2.06751622965704e-05,NA,0.001,0.001,2021-01-15
"B.1.617.1",18642,"London",0.001,1.48274560014005e-20,NA,0.001,0.001,2021-01-15
"B.1.617.2",18642,"London",0.001,1.43194136542848e-13,NA,0.001,0.001,2021-01-15
"B.1.1.7",18646,"London",0.975242025874723,0.000760590770452628,NA,0.973751295357662,0.976732756391784,2021-01-19
"other",18646,"London",0.0062796044145908,0.000227569607020943,NA,0.00583357618085382,0.00672563264832778,2021-01-19
"B.1.177+",18646,"London",0.0140283814665785,0.000433441231391472,NA,0.0131788522636365,0.0148779106695205,2021-01-19
"B.1.525",18646,"London",0.0011457927028629,0.000227047561909247,NA,0.001,0.00159079774698265,2021-01-19
"B.1.351",18646,"London",0.00328178582164946,0.000420400185198619,NA,0.0024578165995662,0.00410575504373272,2021-01-19
"P.1",18646,"London",0.001,2.9885130143158e-05,NA,0.001,0.001,2021-01-19
"B.1.617.1",18646,"London",0.001,6.70084952589652e-19,NA,0.001,0.001,2021-01-19
"B.1.617.2",18646,"London",0.001,8.25947417511905e-13,NA,0.001,0.001,2021-01-19
"B.1.1.7",18650,"London",0.979405415993387,0.000690864446417724,NA,0.978051346560209,0.980759485426565,2021-01-23
"other",18650,"London",0.00506867675933514,0.000187735403540905,NA,0.00470072212977187,0.00543663138889841,2021-01-23
"B.1.177+",18650,"London",0.010489264423282,0.000335578942951327,NA,0.00983154178112735,0.0111469870654366,2021-01-23
"B.1.525",18650,"London",0.00126408309152228,0.000243466837472773,NA,0.001,0.00174126932439878,2021-01-23
"B.1.351",18650,"London",0.00373730334126969,0.000448951015893847,NA,0.00285737551929508,0.0046172311632443,2021-01-23
"P.1",18650,"London",0.001,4.20571471319092e-05,NA,0.001,0.001,2021-01-23
"B.1.617.1",18650,"London",0.001,2.39946359433906e-17,NA,0.001,0.001,2021-01-23
"B.1.617.2",18650,"London",0.001,4.39593185002735e-12,NA,0.001,0.001,2021-01-23
"B.1.1.7",18654,"London",0.982290539141439,0.000662793278769742,NA,0.980991488185855,0.983589590097023,2021-01-27
"other",18654,"London",0.00415835992981099,0.000157045279784669,NA,0.00385055683749102,0.00446616302213096,2021-01-27
"B.1.177+",18654,"London",0.00787801705364448,0.00026125717311893,NA,0.00736596240362863,0.00839007170366033,2021-01-27
"B.1.525",18654,"London",0.00138752757632956,0.00026270919601092,NA,0.001,0.00190242813891843,2021-01-27
"B.1.351",18654,"London",0.00423128223670275,0.00048342489658713,NA,0.00328378685016197,0.00517877762324352,2021-01-27
"P.1",18654,"London",0.001,5.76638667062504e-05,NA,0.001,0.001,2021-01-27
"B.1.617.1",18654,"London",0.001,6.83466612577068e-16,NA,0.001,0.001,2021-01-27
"B.1.617.2",18654,"London",0.001,2.16207915407905e-11,NA,0.001,0.001,2021-01-27
"B.1.1.7",18658,"London",0.984226021074249,0.000667972483108241,NA,0.982916819064693,0.985535223083805,2021-01-31
"other",18658,"London",0.00346689834383288,0.000133250134839422,NA,0.00320573287861251,0.00372806380905326,2021-01-31
"B.1.177+",18658,"London",0.00594428810719945,0.000204763458801479,NA,0.0055429591025987,0.0063456171118002,2021-01-31
"B.1.525",18658,"London",0.00151600932627675,0.000284791398298636,NA,0.001,0.00207419021004887,2021-01-31
"B.1.351",18658,"London",0.0047649536418995,0.000525096400825256,NA,0.00373578360787039,0.00579412367592861,2021-01-31
"P.1",18658,"London",0.001,7.70890945578964e-05,NA,0.001,0.001,2021-01-31
"B.1.617.1",18658,"London",0.001,1.55931795515371e-14,NA,0.001,0.001,2021-01-31
"B.1.617.2",18658,"London",0.001,9.84947912444006e-11,NA,0.001,0.001,2021-01-31
"B.1.1.7",18662,"London",0.985447550062767,0.000699057512187954,NA,0.984077422515756,0.986817677609777,2021-02-04
"other",18662,"London",0.00293652858110003,0.000114695055827073,NA,0.00271173040247416,0.00316132675972591,2021-02-04
"B.1.177+",18662,"London",0.00450636884504359,0.000161699168337956,NA,0.00418944429877111,0.00482329339131606,2021-02-04
"B.1.525",18662,"London",0.00164934129841379,0.000309543418162172,NA,0.00104264734716451,0.00225603524966307,2021-02-04
"B.1.351",18662,"London",0.00533927466958486,0.000574755584944108,NA,0.00421277442318116,0.00646577491598857,2021-02-04
"P.1",18662,"London",0.001,0.000100565335856157,NA,0.001,0.001,2021-02-04
"B.1.617.1",18662,"London",0.001,2.86888369224602e-13,NA,0.001,0.001,2021-02-04
"B.1.617.2",18662,"London",0.001,4.16505614872664e-10,NA,0.001,0.001,2021-02-04
"B.1.1.7",18666,"London",0.986123943804404,0.000750115025402354,NA,0.984653745370353,0.987594142238455,2021-02-08
"other",18666,"London",0.0025261152302238,0.000100159767473918,NA,0.00232980569327502,0.00272242476717259,2021-02-08
"B.1.177+",18666,"London",0.00343241374600352,0.000128722159922457,NA,0.0031801229485433,0.00368470454346374,2021-02-08
"B.1.525",18666,"London",0.00178727313494325,0.000336652860850493,NA,0.00112744565238391,0.00244710061750259,2021-02-08
"B.1.351",18666,"London",0.00595491770151161,0.000632640912143784,NA,0.00471496429856322,0.00719487110445999,2021-02-08
"P.1",18666,"London",0.001,0.000128128857089669,NA,0.001,0.001,2021-02-08
"B.1.617.1",18666,"London",0.001,4.28509995554534e-12,NA,0.001,0.001,2021-02-08
"B.1.617.2",18666,"London",0.001,1.63830924826757e-09,NA,0.001,0.001,2021-02-08
"B.1.1.7",18670,"London",0.986375935765061,0.000816592510106404,NA,0.984775443855208,0.987976427674915,2021-02-12
"other",18670,"London",0.00220611280973142,8.87415822671811e-05,NA,0.00203218250455665,0.0023800431149062,2021-02-12
"B.1.177+",18670,"London",0.00262662896612883,0.000103316701142724,NA,0.0024241319528876,0.00282912597937005,2021-02-12
"B.1.525",18670,"London",0.00192949876405673,0.000365712130250107,NA,0.0012127161600571,0.00264628136805636,2021-02-12
"B.1.351",18670,"London",0.0066122662011349,0.000698466484990586,NA,0.00524329704614507,0.00798123535612473,2021-02-12
"P.1",18670,"London",0.001,0.00015960798674837,NA,0.001,0.001,2021-02-12
"B.1.617.1",18670,"London",0.001,5.2306875772411e-11,NA,0.001,0.001,2021-02-12
"B.1.617.2",18670,"London",0.001,6.00625235586086e-09,NA,0.001,0.001,2021-02-12
"B.1.1.7",18674,"London",0.986289614114526,0.000895001207657911,NA,0.984535443981396,0.988043784247655,2021-02-16
"other",18674,"London",0.00195511424058069,7.97704245114534e-05,NA,0.00179876708150677,0.00211146139965461,2021-02-16
"B.1.177+",18674,"London",0.00201924311263388,8.36015667487615e-05,NA,0.00185538705275518,0.00218309917251257,2021-02-16
"B.1.525",18674,"London",0.00207566428050922,0.000396260553675948,NA,0.00129900786681046,0.00285232069420798,2021-02-16
"B.1.351",18674,"London",0.00731141613444152,0.000771511785419875,NA,0.00579928082137037,0.00882355144751266,2021-02-16
"P.1",18674,"London",0.001,0.000194668639323807,NA,0.001,0.001,2021-02-16
"B.1.617.1",18674,"London",0.001,5.25247510295557e-10,NA,0.001,0.001,2021-02-16
"B.1.617.2",18674,"London",0.001,2.05625545926682e-08,NA,0.001,0.001,2021-02-16
"B.1.1.7",18678,"London",0.985926005724601,0.000982574869680509,NA,0.984000194367913,0.987851817081288,2021-02-20
"other",18678,"London",0.0017574761748961,7.2747436959202e-05,NA,0.00161489381848847,0.00190005853130374,2021-02-20
"B.1.177+",18678,"London",0.00155927476706273,6.81762206230066e-05,NA,0.00142565183003958,0.00169289770408588,2021-02-20
"B.1.525",18678,"London",0.00222537592847112,0.000427818946017172,NA,0.00138686620237357,0.00306388565456866,2021-02-20
"B.1.351",18678,"London",0.00805218266745136,0.00085073509005504,NA,0.00638477253055904,0.00971959280434368,2021-02-20
"P.1",18678,"London",0.001,0.000232941594378026,NA,0.001,0.001,2021-02-20
"B.1.617.1",18678,"London",0.001,4.36733368820558e-09,NA,0.001,0.001,2021-02-20
"B.1.617.2",18678,"London",0.001,6.58596421908488e-08,NA,0.001,0.001,2021-02-20
"B.1.1.7",18682,"London",0.985327873931939,0.00107705443807871,NA,0.983216886023916,0.987438861839962,2021-02-24
"other",18682,"London",0.00160167548719591,6.73006939360985e-05,NA,0.0014697685509466,0.00173358242344522,2021-02-24
"B.1.177+",18682,"London",0.0012093335379531,5.60005907622396e-05,NA,0.00109957439694614,0.00131909267896005,2021-02-24
"B.1.525",18682,"London",0.00237820799726827,0.000459917307253651,NA,0.00147678663918447,0.00327962935535207,2021-02-24
"B.1.351",18682,"London",0.00883411159244089,0.000934884508368135,NA,0.00700177162633491,0.0106664515585469,2021-02-24
"P.1",18682,"London",0.001,0.000274248515036531,NA,0.001,0.0011858956514075,2021-02-24
"B.1.617.1",18682,"London",0.001,3.02650531664099e-08,NA,0.001,0.001,2021-02-24
"B.1.617.2",18682,"London",0.001,1.97698678422841e-07,NA,0.001,0.001,2021-02-24
"B.1.1.7",18686,"London",0.984524363539732,0.00117662577937094,NA,0.982218219388884,0.986830507690581,2021-02-28
"other",18686,"London",0.00147916367411169,6.31532361229135e-05,NA,0.00135538560580363,0.00160294174241976,2021-02-28
"B.1.177+",18686,"London",0.001,4.63027406563794e-05,NA,0.001,0.00103263728594532,2021-02-28
"B.1.525",18686,"London",0.00253371009216758,0.000492117454266851,NA,0.00156917760564101,0.00349824257869414,2021-02-28
"B.1.351",18686,"London",0.00965649342614886,0.00102259693959286,NA,0.00765224025384597,0.0116607465984518,2021-02-28
"P.1",18686,"London",0.001,0.000318920146265925,NA,0.001,0.00148788526105034,2021-02-28
"B.1.617.1",18686,"London",0.001,1.75935569410604e-07,NA,0.001,0.001,2021-02-28
"B.1.617.2",18686,"London",0.001,5.57151259570033e-07,NA,0.001,0.001,2021-02-28
"B.1.1.7",18690,"London",0.98353350853683,0.00127997865900958,NA,0.981024796464191,0.986042220609468,2021-03-04
"other",18690,"London",0.00138356152327611,6.00999396250986e-05,NA,0.00126576780613788,0.00150135524041433,2021-03-04
"B.1.177+",18690,"London",0.001,3.85089177915145e-05,NA,0.001,0.001,2021-03-04
"B.1.525",18690,"London",0.00269141196846283,0.000524032106069214,NA,0.00166432791382449,0.00371849602310116,2021-03-04
"B.1.351",18690,"London",0.0105183726955916,0.0011124855364881,NA,0.00833794111075322,0.01269880428043,2021-03-04
"P.1",18690,"London",0.00113080580239565,0.000368150333338716,NA,0.001,0.00185236719663594,2021-03-04
"B.1.617.1",18690,"London",0.001,8.63493806368513e-07,NA,0.001,0.001,2021-03-04
"B.1.617.2",18690,"London",0.001,1.47651618966337e-06,NA,0.001,0.001,2021-03-04
"B.1.1.7",18694,"London",0.982361511580561,0.0013864352289777,NA,0.979644148464867,0.985078874696255,2021-03-08
"other",18694,"London",0.00131008636620951,5.79906612244734e-05,NA,0.00119642675876988,0.00142374597364914,2021-03-08
"B.1.177+",18694,"London",0.001,3.21911353130983e-05,NA,0.001,0.001,2021-03-08
"B.1.525",18694,"London",0.00285082064175382,0.000555340763924528,NA,0.00176237274531479,0.00393926853819286,2021-03-08
"B.1.351",18694,"London",0.0114185295662319,0.00120321901803018,NA,0.00906026362537907,0.0137767955070847,2021-03-08
