"LINEAGE2","DATE_NUM","REGION","prob","SE","df","asymp.LCL","asymp.UCL","collection_date","WEEKDAY","totcases_rollingmean","totcases","totcases_smoothed","cases","cases_rollingmean","cases_smoothed"
"B.1.525",18803,"South East",0.001,5.39202091411609e-05,NA,0.001,0.001,2021-06-25,"Friday",NA,NA,822.753940100197,NA,NA,NA
"B.1.617.1",18803,"South East",0.001,6.49357268287654e-07,NA,0.001,0.001,2021-06-25,"Friday",NA,NA,822.753940100197,NA,NA,NA
"B.1.617.2",18803,"South East",0.980529660128329,0.0021296834408681,NA,0.976355557285756,0.984703762970902,2021-06-25,"Friday",NA,NA,822.753940100197,NA,NA,806.734641255689
"P.1",18803,"South East",0.001,0.000111316393295072,NA,0.001,0.001,2021-06-25,"Friday",NA,NA,822.753940100197,NA,NA,NA
"B.1.1.7",18804,"South East",0.00907169118609126,0.000935914625088013,NA,0.00723733222831445,0.0109060501438681,2021-06-26,"Saturday",NA,NA,859.6304153863,NA,NA,7.79830166255586
"other",18804,"South East",0.00861719058070028,0.00130579746282904,NA,0.00605787458245158,0.011176506578949,2021-06-26,"Saturday",NA,NA,859.6304153863,NA,NA,7.40759911835029
"B.1.177+",18804,"South East",0.001,4.277271026786e-10,NA,0.001,0.001,2021-06-26,"Saturday",NA,NA,859.6304153863,NA,NA,NA
"B.1.351",18804,"South East",0.001,4.20025813110197e-05,NA,0.001,0.001,2021-06-26,"Saturday",NA,NA,859.6304153863,NA,NA,NA
"B.1.525",18804,"South East",0.001,4.98147034067489e-05,NA,0.001,0.001,2021-06-26,"Saturday",NA,NA,859.6304153863,NA,NA,NA
"B.1.617.1",18804,"South East",0.001,5.36605270991287e-07,NA,0.001,0.001,2021-06-26,"Saturday",NA,NA,859.6304153863,NA,NA,NA
"B.1.617.2",18804,"South East",0.981919668599674,0.0020287229028251,NA,0.977943444775525,0.985895892423823,2021-06-26,"Saturday",NA,NA,859.6304153863,NA,NA,844.088012594315
"P.1",18804,"South East",0.001,0.000103037379798449,NA,0.001,0.001,2021-06-26,"Saturday",NA,NA,859.6304153863,NA,NA,NA
"B.1.1.7",18805,"South East",0.00815292502745218,0.00085738936034406,NA,0.00647247276044998,0.00983337729445437,2021-06-27,"Sunday",NA,NA,898.15972314545,NA,NA,7.32262888548206
"other",18805,"South East",0.00829738813262863,0.00127478612579255,NA,0.00579885323808389,0.0107959230271734,2021-06-27,"Sunday",NA,NA,898.15972314545,NA,NA,7.45237982803207
"B.1.177+",18805,"South East",0.001,3.56350223184322e-10,NA,0.001,0.001,2021-06-27,"Sunday",NA,NA,898.15972314545,NA,NA,NA
"B.1.351",18805,"South East",0.001,3.86283558898624e-05,NA,0.001,0.001,2021-06-27,"Sunday",NA,NA,898.15972314545,NA,NA,NA
"B.1.525",18805,"South East",0.001,4.60123605690483e-05,NA,0.001,0.001,2021-06-27,"Sunday",NA,NA,898.15972314545,NA,NA,NA
"B.1.617.1",18805,"South East",0.001,4.43261971586881e-07,NA,0.001,0.001,2021-06-27,"Sunday",NA,NA,898.15972314545,NA,NA,NA
"B.1.617.2",18805,"South East",0.98319280908121,0.00193415359351399,NA,0.979401937697353,0.986983680465066,2021-06-27,"Sunday",NA,NA,898.15972314545,NA,NA,883.064181202977
"P.1",18805,"South East",0.001,9.53467045179517e-05,NA,0.001,0.001,2021-06-27,"Sunday",NA,NA,898.15972314545,NA,NA,NA
"B.1.1.7",18806,"South East",0.00732640682085523,0.000785134952115836,NA,0.00578757059170461,0.00886524305000585,2021-06-28,"Monday",NA,NA,938.415944622203,NA,NA,6.87521697747941
"other",18806,"South East",0.00798857845316932,0.00124426970344204,NA,0.00554985464736859,0.01042730225897,2021-06-28,"Monday",NA,NA,938.415944622203,NA,NA,7.49660939531946
"B.1.177+",18806,"South East",0.001,2.96822483410099e-10,NA,0.001,0.001,2021-06-28,"Monday",NA,NA,938.415944622203,NA,NA,NA
"B.1.351",18806,"South East",0.001,3.55198934825143e-05,NA,0.001,0.001,2021-06-28,"Monday",NA,NA,938.415944622203,NA,NA,NA
"B.1.525",18806,"South East",0.001,4.24920167721672e-05,NA,0.001,0.001,2021-06-28,"Monday",NA,NA,938.415944622203,NA,NA,NA
"B.1.617.1",18806,"South East",0.001,3.66022817690463e-07,NA,0.001,0.001,2021-06-28,"Monday",NA,NA,938.415944622203,NA,NA,NA
"B.1.617.2",18806,"South East",0.984359685046072,0.00184552036027834,NA,0.980742531607191,0.987976838484953,2021-06-28,"Monday",NA,NA,938.415944622203,NA,NA,923.738823690524
"P.1",18806,"South East",0.001,8.8205861578478e-05,NA,0.001,0.001,2021-06-28,"Monday",NA,NA,938.415944622203,NA,NA,NA
"B.1.1.7",18807,"South East",0.00658302370245354,0.00071869184866793,NA,0.00517441356308189,0.0079916338418252,2021-06-29,"Tuesday",NA,NA,980.476481440453,NA,NA,6.45449991702075
"other",18807,"South East",0.00769049704812501,0.00121425717951679,NA,0.00531059670830292,0.0100703973879471,2021-06-29,"Tuesday",NA,NA,980.476481440453,NA,NA,7.5403514862738
"B.1.177+",18807,"South East",0.001,2.47190211635199e-10,NA,0.001,0.001,2021-06-29,"Tuesday",NA,NA,980.476481440453,NA,NA,NA
"B.1.351",18807,"South East",0.001,3.26569865646428e-05,NA,0.001,0.001,2021-06-29,"Tuesday",NA,NA,980.476481440453,NA,NA,NA
"B.1.525",18807,"South East",0.001,3.92338102111392e-05,NA,0.001,0.001,2021-06-29,"Tuesday",NA,NA,980.476481440453,NA,NA,NA
"B.1.617.1",18807,"South East",0.001,3.02137946846342e-07,NA,0.001,0.001,2021-06-29,"Tuesday",NA,NA,980.476481440453,NA,NA,NA
"B.1.617.2",18807,"South East",0.98542993324334,0.00176239606593193,NA,0.981975700427619,0.988884166059062,2021-06-29,"Tuesday",NA,NA,980.476481440453,NA,NA,966.190873652531
"P.1",18807,"South East",0.001,8.15784290635259e-05,NA,0.001,0.001,2021-06-29,"Tuesday",NA,NA,980.476481440453,NA,NA,NA
"B.1.1.7",18808,"South East",0.00591453501429934,0.000657628448172379,NA,0.00462560694067251,0.00720346308792616,2021-06-30,"Wednesday",NA,NA,1024.42220442543,NA,NA,6.05898099749993
"other",18808,"South East",0.0074028698667832,0.00118475560638267,NA,0.00508079154779125,0.00972494818577516,2021-06-30,"Wednesday",NA,NA,1024.42220442543,NA,NA,7.58366426800465
"B.1.177+",18808,"South East",0.001,2.0581889292226e-10,NA,0.001,0.001,2021-06-30,"Wednesday",NA,NA,1024.42220442543,NA,NA,NA
"B.1.351",18808,"South East",0.001,3.00208538958178e-05,NA,0.001,0.001,2021-06-30,"Wednesday",NA,NA,1024.42220442543,NA,NA,NA
"B.1.525",18808,"South East",0.001,3.62191288648564e-05,NA,0.001,0.001,2021-06-30,"Wednesday",NA,NA,1024.42220442543,NA,NA,NA
"B.1.617.1",18808,"South East",0.001,2.493208427741e-07,NA,0.001,0.001,2021-06-30,"Wednesday",NA,NA,1024.42220442543,NA,NA,NA
"B.1.617.2",18808,"South East",0.986412306405405,0.0016843810222355,NA,0.983110980265581,0.989713632545229,2021-06-30,"Wednesday",NA,NA,1024.42220442543,NA,NA,1010.5026694002
"P.1",18808,"South East",0.001,7.54300208936427e-05,NA,0.001,0.001,2021-06-30,"Wednesday",NA,NA,1024.42220442543,NA,NA,NA
"B.1.1.7",18628,"East of England",0.869667103092444,0.00683222892313202,NA,0.856276180468972,0.883058025715916,2021-01-01,"Friday",6943.85714285714,4022,7379.07354010444,3497.80108863781,6038.84412571635,6417.33750912873
"other",18628,"East of England",0.0410329579624982,0.00330029999011842,NA,0.0345644888436882,0.0475014270813082,2021-01-01,"Friday",6943.85714285714,4022,7379.07354010444,165.034556925168,284.92699824045,302.785214373288
"B.1.177+",18628,"East of England",0.0889320313347258,0.00631338807681195,NA,0.0765580180837498,0.101306044585702,2021-01-01,"Friday",6943.85714285714,4022,7379.07354010444,357.684630028267,617.531321012431,656.235999289814
"B.1.351",18628,"East of England",0.001,7.18252552423751e-05,NA,0.001,0.001,2021-01-01,"Friday",6943.85714285714,4022,7379.07354010444,NA,1.52722468206729,1.62294572157632
"B.1.525",18628,"East of England",0.001,7.6295297158013e-05,NA,0.001,0.001,2021-01-01,"Friday",6943.85714285714,4022,7379.07354010444,NA,1.02664106089174,1.09098729016967
"B.1.617.1",18628,"East of England",0.001,4.42390948759473e-29,NA,0.001,0.001,2021-01-01,"Friday",6943.85714285714,4022,7379.07354010444,NA,4.00620022828569e-26,NA
"B.1.617.2",18628,"East of England",0.001,4.80435601900888e-22,NA,0.001,0.001,2021-01-01,"Friday",6943.85714285714,4022,7379.07354010444,NA,9.40971389555706e-19,NA
"P.1",18628,"East of England",0.001,2.6586907704586e-07,NA,0.001,0.001,2021-01-01,"Friday",6943.85714285714,4022,7379.07354010444,NA,0.000832144957240579,NA
"B.1.1.7",18629,"East of England",0.877227594789539,0.00645778267857704,NA,0.864570573319541,0.889884616259537,2021-01-02,"Saturday",7165.57142857143,7288,7096.05840834805,6393.23471082616,6285.83698957835,6224.85825004124
"other",18629,"East of England",0.038940696319656,0.00311706348346347,NA,0.0328313641545427,0.0450500284847694,2021-01-02,"Saturday",7165.57142857143,7288,7096.05840834805,283.799794777653,279.032340956804,276.325455546023
"B.1.177+",18629,"East of England",0.0834523130842977,0.00594310473519676,NA,0.0718040418469626,0.0951005843216328,2021-01-02,"Saturday",7165.57142857143,7288,7096.05840834805,608.200457758362,597.983510285041,592.182487957925
"B.1.351",18629,"East of England",0.001,7.38281852071146e-05,NA,0.001,0.001,2021-01-02,"Saturday",7165.57142857143,7288,7096.05840834805,1.66409590281599,1.63614133584262,1.6202691717172
"B.1.525",18629,"East of England",0.001,7.74477382856065e-05,NA,0.001,0.001,2021-01-02,"Saturday",7165.57142857143,7288,7096.05840834805,1.09994008896119,1.08146257884202,1.0709713387695
"B.1.617.1",18629,"East of England",0.001,1.14865212994113e-28,NA,0.001,0.001,2021-01-02,"Saturday",7165.57142857143,7288,7096.05840834805,NA,1.09058489607619e-25,NA
"B.1.617.2",18629,"East of England",0.001,8.90441901546318e-22,NA,0.001,0.001,2021-01-02,"Saturday",7165.57142857143,7288,7096.05840834805,NA,1.82666805632771e-18,NA
"P.1",18629,"East of England",0.001,2.99614095443549e-07,NA,0.001,0.001,2021-01-02,"Saturday",7165.57142857143,7288,7096.05840834805,NA,0.000983836543831849,NA
"B.1.1.7",18630,"East of England",0.88440013494184,0.00610017948956779,NA,0.872444002843058,0.896356267040623,2021-01-03,"Sunday",7158.71428571429,6501,6823.64000968583,5749.4852772569,6331.16788029579,6034.82814536069
"other",18630,"East of England",0.0369394395214342,0.00294354655758265,NA,0.0311701942817553,0.042708684761113,2021-01-03,"Sunday",7158.71428571429,6501,6823.64000968583,240.143296328844,264.43889340837,252.061437453828
"B.1.177+",18630,"East of England",0.0782693573039692,0.00559195199354611,NA,0.0673093327933419,0.0892293818145966,2021-01-03,"Sunday",7158.71428571429,6501,6823.64000968583,508.829091833104,560.3079662656,534.08191803176
"B.1.351",18630,"East of England",0.001,7.5851816740959e-05,NA,0.001,0.001,2021-01-03,"Sunday",7158.71428571429,6501,6823.64000968583,1.54024785602863,1.69607665443669,1.61668926245651
"B.1.525",18630,"East of England",0.001,7.85853188215267e-05,NA,0.001,0.001,2021-01-03,"Sunday",7158.71428571429,6501,6823.64000968583,1.0010646799742,1.10234364335568,1.05074680857642
"B.1.617.1",18630,"East of England",0.001,2.978026157251e-28,NA,0.001,0.001,2021-01-03,"Sunday",7158.71428571429,6501,6823.64000968583,NA,2.8706716560451e-25,NA
"B.1.617.2",18630,"East of England",0.001,1.64857237058665e-21,NA,0.001,0.001,2021-01-03,"Sunday",7158.71428571429,6501,6823.64000968583,NA,3.4300617162361e-18,NA
"P.1",18630,"East of England",0.001,3.37359122420194e-07,NA,0.001,0.001,2021-01-03,"Sunday",7158.71428571429,6501,6823.64000968583,NA,0.00112544672762017,NA
"B.1.1.7",18631,"East of England",0.891197411258503,0.00575926392954059,NA,0.879909461379143,0.902485361137863,2021-01-04,"Monday",7644.28571428571,9351,6561.1836987963,8333.58699267826,6812.56763949178,5847.30992715875
"other",18631,"East of England",0.0350279642620736,0.00277943532908778,NA,0.0295803711197033,0.0404755574044439,2021-01-04,"Monday",7644.28571428571,9351,6561.1836987963,327.54649381465,267.76376680908,229.824908118337
"B.1.177+",18631,"East of England",0.0733716946035029,0.00525934264703577,NA,0.0630635724329573,0.0836798167740486,2021-01-04,"Monday",7644.28571428571,9351,6561.1836987963,686.098716237356,560.874196890492,481.405166585564
"B.1.351",18631,"East of England",0.001,7.78973048081477e-05,NA,0.001,0.001,2021-01-04,"Monday",7644.28571428571,9351,6561.1836987963,2.29769084202301,1.87832373858642,1.61218818282054
"B.1.525",18631,"East of England",0.001,7.97093989160087e-05,NA,0.001,0.001,2021-01-04,"Monday",7644.28571428571,9351,6561.1836987963,1.46842409677546,1.20041207844012,1.0303283335133
"B.1.617.1",18631,"East of England",0.001,7.70807565188246e-28,NA,0.001,0.001,2021-01-04,"Monday",7644.28571428571,9351,6561.1836987963,NA,8.06510205897204e-25,NA
"B.1.617.2",18631,"East of England",0.001,3.04865897401805e-21,NA,0.001,0.001,2021-01-04,"Monday",7644.28571428571,9351,6561.1836987963,NA,6.87788097612202e-18,NA
"P.1",18631,"East of England",0.001,3.79541118522099e-07,NA,0.001,0.001,2021-01-04,"Monday",7644.28571428571,9351,6561.1836987963,NA,0.00137527733112344,NA
"B.1.1.7",18632,"East of England",0.897632565265499,0.00543478107805708,NA,0.886980590088647,0.908284540442351,2021-01-05,"Tuesday",7089.42857142857,7236,6308.10675847802,6495.26924226115,6363.70195483795,5662.36205158126
"other",18632,"East of England",0.0332046913914496,0.00262439720153335,NA,0.0280609673953165,0.0383484153875826,2021-01-05,"Tuesday",7089.42857142857,7236,6308.10675847802,240.269146908529,235.402287856011,209.45873817958
"B.1.177+",18632,"East of England",0.0687477571872566,0.00494463960452063,NA,0.0590564416458658,0.0784390727286475,2021-01-05,"Tuesday",7089.42857142857,7236,6308.10675847802,497.458771006989,487.382314024971,433.66819174314
"B.1.351",18632,"East of England",0.001,7.99659537487651e-05,NA,0.001,0.001,2021-01-05,"Tuesday",7089.42857142857,7236,6308.10675847802,1.84309386559277,1.80576040776094,1.6067486000629
"B.1.525",18632,"East of England",0.001,8.08214046835177e-05,NA,0.001,0.001,2021-01-05,"Tuesday",7089.42857142857,7236,6308.10675847802,1.15825706817625,1.13479557105967,1.00973040904056
"B.1.617.1",18632,"East of England",0.001,1.99140807797873e-27,NA,0.001,0.001,2021-01-05,"Tuesday",7089.42857142857,7236,6308.10675847802,NA,1.96478244170717e-24,NA
"B.1.617.2",18632,"East of England",0.001,5.63085122433613e-21,NA,0.001,0.001,2021-01-05,"Tuesday",7089.42857142857,7236,6308.10675847802,NA,1.19657520322261e-17,NA
"P.1",18632,"East of England",0.001,4.2663977614176e-07,NA,0.001,0.001,2021-01-05,"Tuesday",7089.42857142857,7236,6308.10675847802,NA,0.00145873081967566,NA
"B.1.1.7",18633,"East of England",0.903719062110351,0.00512639253677619,NA,0.893671517367655,0.913766606853048,2021-01-06,"Wednesday",6731.42857142857,6247,6063.87446485001,5645.53298100336,6083.32031523425,5480.03894412916
"other",18633,"East of England",0.0314677378468563,0.00247808537178039,NA,0.0266107797675512,0.0363246959261614,2021-01-06,"Wednesday",6731.42857142857,6247,6063.87446485001,196.578958329311,211.822829620553,190.816411996146
"B.1.177+",18633,"East of England",0.0643859571393473,0.00464716862700558,NA,0.055277674000332,0.0734942402783627,2021-01-06,"Wednesday",6731.42857142857,6247,6063.87446485001,402.219074249503,433.409471486578,390.428361392216
"B.1.351",18633,"East of England",0.001,8.20592134479937e-05,NA,0.001,0.001,2021-01-06,"Wednesday",6731.42857142857,6247,6063.87446485001,1.64868351402958,1.77653198520602,1.60035374761376
"B.1.525",18633,"East of England",0.001,8.19228161632237e-05,NA,0.001,0.001,2021-01-06,"Wednesday",6731.42857142857,6247,6063.87446485001,1.018833659094,1.09783992354066,NA
"B.1.617.1",18633,"East of England",0.001,5.13440737438508e-27,NA,0.001,0.001,2021-01-06,"Wednesday",6731.42857142857,6247,6063.87446485001,NA,4.89178537428555e-24,NA
"B.1.617.2",18633,"East of England",0.001,1.03864992394311e-20,NA,0.001,0.001,2021-01-06,"Wednesday",6731.42857142857,6247,6063.87446485001,NA,2.12899323316371e-17,NA
"P.1",18633,"East of England",0.001,4.79180985019376e-07,NA,0.001,0.001,2021-01-06,"Wednesday",6731.42857142857,6247,6063.87446485001,NA,0.00158317844343272,NA
"B.1.1.7",18634,"East of England",0.909470571944482,0.00483369136488018,NA,0.899996710956934,0.918944432932029,2021-01-07,"Thursday",6635.14285714286,5801,5827.99648478917,5275.83878784994,6034.46716921906,5300.39129631163
"other",18634,"East of England",0.0298149653501748,0.00234014300581761,NA,0.025228369340099,0.0344015613602506,2021-01-07,"Thursday",6635.14285714286,5801,5827.99648478917,172.956613996364,197.826554379174,173.761513254929
"B.1.177+",18634,"East of England",0.0602747563654668,0.00436622979631492,NA,0.0517171032164639,0.0688324095144697,2021-01-07,"Thursday",6635.14285714286,5801,5827.99648478917,349.653861676073,399.931619164353,351.281068219464
"B.1.351",18634,"East of England",0.001,8.41786752685458e-05,NA,0.001,0.001,2021-01-07,"Thursday",6635.14285714286,5801,5827.99648478917,1.58560848900521,1.81360779866368,1.59298753666165
"B.1.525",18634,"East of England",0.001,8.30151560065104e-05,NA,0.001,0.001,2021-01-07,"Thursday",6635.14285714286,5801,5827.99648478917,NA,1.10212387279301,NA
"B.1.617.1",18634,"East of England",0.001,1.32085342530922e-26,NA,0.001,0.001,2021-01-07,"Thursday",6635.14285714286,5801,5827.99648478917,NA,1.26186941178173e-23,NA
"B.1.617.2",18634,"East of England",0.001,1.91319570358591e-20,NA,0.001,0.001,2021-01-07,"Thursday",6635.14285714286,5801,5827.99648478917,NA,3.92780139125379e-17,NA
"P.1",18634,"East of England",0.001,5.37740473071642e-07,NA,0.001,0.001,2021-01-07,"Thursday",6635.14285714286,5801,5827.99648478917,NA,0.0017827088167213,NA
"B.1.1.7",18635,"East of England",0.914900862950517,0.00455621581381544,NA,0.905970844049647,0.923830881851387,2021-01-08,"Friday",6807.28571428571,5227,5600.0235698794,4782.18681064235,6227.99157435073,5123.4663966259
"other",18635,"East of England",0.0282440256377111,0.00221020706002096,NA,0.0239120994016939,0.0325759518737284,2021-01-08,"Friday",6807.28571428571,5227,5600.0235698794,147.631522008316,192.265152237511,158.16720927946
"B.1.177+",18635,"East of England",0.0564027283563395,0.00410110769483614,NA,0.0483647049777406,0.0644407517349384,2021-01-08,"Friday",6807.28571428571,5227,5600.0235698794,294.817061118587,383.949486986848,315.856608201007
"B.1.351",18635,"East of England",0.001,8.63260677865397e-05,NA,0.001,0.001,2021-01-08,"Friday",6807.28571428571,5227,5600.0235698794,1.47908047544184,1.92625280098606,1.58463468992208
"B.1.525",18635,"East of England",0.001,8.4099978931457e-05,NA,0.001,0.001,2021-01-08,"Friday",6807.28571428571,5227,5600.0235698794,NA,1.15115976439377,NA
"B.1.617.1",18635,"East of England",0.001,3.38977755735391e-26,NA,0.001,0.001,2021-01-08,"Friday",6807.28571428571,5227,5600.0235698794,NA,3.38072001244553e-23,NA
"B.1.617.2",18635,"East of England",0.001,3.51891966296081e-20,NA,0.001,0.001,2021-01-08,"Friday",6807.28571428571,5227,5600.0235698794,NA,7.53295967316279e-17,NA
"P.1",18635,"East of England",0.001,6.02947615089311e-07,NA,0.001,0.001,2021-01-08,"Friday",6807.28571428571,5227,5600.0235698794,NA,0.00208814524814847,NA
"B.1.1.7",18636,"East of England",0.920023705870244,0.0042934617902634,NA,0.911608675392328,0.928438736348159,2021-01-09,"Saturday",6346.71428571429,4064,5379.5445149132,3738.97634065667,5839.12759724247,4949.30848050438
"other",18636,"East of England",0.0267524020875488,0.002087911733766,NA,0.0226601702864689,0.0308446338886288,2021-01-09,"Saturday",6346.71428571429,4064,5379.5445149132,108.721762083798,169.789852506219,143.915737910826
"B.1.177+",18636,"East of England",0.0527586120519735,0.00385108030920777,NA,0.0452106333443549,0.0603065907595921,2021-01-09,"Saturday",6346.71428571429,4064,5379.5445149132,214.41099937922,334.843836804718,283.817302078628
"B.1.351",18636,"East of England",0.001,8.85032523567637e-05,NA,0.001,0.001,2021-01-09,"Saturday",6346.71428571429,4064,5379.5445149132,1.19005271598885,1.85849521981287,1.57528089585516
"B.1.525",18636,"East of England",0.001,8.51788619653589e-05,NA,0.001,0.001,2021-01-09,"Saturday",6346.71428571429,4064,5379.5445149132,NA,1.09228246713212,NA
"B.1.617.1",18636,"East of England",0.001,8.67676045215594e-26,NA,0.001,0.001,2021-01-09,"Saturday",6346.71428571429,4064,5379.5445149132,NA,8.21186902359119e-23,NA
"B.1.617.2",18636,"East of England",0.001,6.46224329271884e-20,NA,0.001,0.001,2021-01-09,"Saturday",6346.71428571429,4064,5379.5445149132,NA,1.31117042129158e-16,NA
"P.1",18636,"East of England",0.001,6.75489398654371e-07,NA,0.001,0.001,2021-01-09,"Saturday",6346.71428571429,4064,5379.5445149132,NA,0.00222147393069422,NA
"B.1.1.7",18637,"East of England",0.924852789715284,0.00404489401849951,NA,0.916924943117743,0.932780636312824,2021-01-10,"Sunday",5951.57142857143,3735,5166.18335235781,3454.32516958659,5504.32743890406,4777.95908560878
"other",18637,"East of England",0.0253374476933018,0.00197289154825596,NA,0.0214706513133167,0.0292042440732869,2021-01-10,"Sunday",5951.57142857143,3735,5166.18335235781,94.6353671344822,150.797629764378,130.897900464373
"B.1.177+",18637,"East of England",0.0493313581754578,0.00361542669713519,NA,0.0422452520603282,0.0564174642905874,2021-01-10,"Sunday",5951.57142857143,3735,5166.18335235781,184.252622785335,293.599101849678,254.854841355251
"B.1.351",18637,"East of England",0.001,9.07122185199713e-05,NA,0.001,0.001,2021-01-10,"Sunday",5951.57142857143,3735,5166.18335235781,1.13138647752499,1.80281859017665,1.56491298133128
"B.1.525",18637,"East of England",0.001,8.62533954802662e-05,NA,0.001,0.001,2021-01-10,"Sunday",5951.57142857143,3735,5166.18335235781,NA,1.0420638380237,NA
"B.1.617.1",18637,"East of England",0.001,2.21478181476451e-25,NA,0.001,0.001,2021-01-10,"Sunday",5951.57142857143,3735,5166.18335235781,NA,2.00119105439267e-22,NA
"B.1.617.2",18637,"East of England",0.001,1.18480002179291e-19,NA,0.001,0.001,2021-01-10,"Sunday",5951.57142857143,3735,5166.18335235781,NA,2.29219722448318e-16,NA
"P.1",18637,"East of England",0.001,7.56114533069184e-07,NA,0.001,0.001,2021-01-10,"Sunday",5951.57142857143,3735,5166.18335235781,NA,0.00237562510853973,NA
"B.1.1.7",18638,"East of England",0.929401648204706,0.00380995590866098,NA,0.921934271841045,0.936869024568367,2021-01-11,"Monday",5491.28571428571,6129,4959.59675722466,5696.30270184664,5103.6099936201,4609.45740059532
"other",18638,"East of England",0.0239964194039642,0.00186478405424219,NA,0.0203415098187049,0.0276513289892235,2021-01-11,"Monday",5491.28571428571,6129,4959.59675722466,147.074054526896,131.771195066997,119.012563860904
"B.1.177+",18638,"East of England",0.0461101684721767,0.00339343347734728,NA,0.0394591610726435,0.0527611758717099,2021-01-11,"Monday",5491.28571428571,6129,4959.59675722466,282.609222565971,253.204109414572,228.68784202969
"B.1.351",18638,"East of England",0.001,9.29550792528039e-05,NA,0.001,0.001,2021-01-11,"Monday",5491.28571428571,6129,4959.59675722466,1.91981708051887,1.7200626706306,1.55351910050675
"B.1.525",18638,"East of England",0.001,8.73251750130991e-05,NA,0.001,0.001,2021-01-11,"Monday",5491.28571428571,6129,4959.59675722466,1.09141569358901,0.977855344518288,NA
"B.1.617.1",18638,"East of England",0.001,5.63647853597878e-25,NA,0.001,0.001,2021-01-11,"Monday",5491.28571428571,6129,4959.59675722466,NA,4.78541519865811e-22,NA
"B.1.617.2",18638,"East of England",0.001,2.16849263681305e-19,NA,0.001,0.001,2021-01-11,"Monday",5491.28571428571,6129,4959.59675722466,NA,3.93696189106773e-16,NA
"P.1",18638,"East of England",0.001,8.45637683169341e-07,NA,0.001,0.001,2021-01-11,"Monday",5491.28571428571,6129,4959.59675722466,NA,0.00249816889674818,NA
"B.1.1.7",18639,"East of England",0.933683596368617,0.00358807816612328,NA,0.926651092389301,0.940716100347933,2021-01-12,"Tuesday",5204.14285714286,5226,4759.47163950603,4879.43047462239,4859.02281887319,4443.84059718842
"other",18639,"East of England",0.0227265089077229,0.00176323217791795,NA,0.0192706373426216,0.0261823804728242,2021-01-12,"Tuesday",5204.14285714286,5226,4759.47163950603,118.76873555176,118.271998999919,108.166174611288
"B.1.177+",18639,"East of England",0.0430845283373225,0.00318440021840018,NA,0.0368432185968966,0.0493258380777483,2021-01-12,"Tuesday",5204.14285714286,5226,4759.47163950603,225.159745090847,224.218040400046,205.05959072298
"B.1.351",18639,"East of England",0.001,9.52340660504729e-05,NA,0.001,0.001,2021-01-12,"Tuesday",5204.14285714286,5226,4759.47163950603,1.69214807801728,1.68507086365129,1.54108893746037
"B.1.525",18639,"East of England",0.001,8.83957938511311e-05,NA,0.001,0.001,2021-01-12,"Tuesday",5204.14285714286,5226,4759.47163950603,NA,0.942231231322583,NA
"B.1.617.1",18639,"East of England",0.001,1.42989616810055e-24,NA,0.001,0.001,2021-01-12,"Tuesday",5204.14285714286,5226,4759.47163950603,NA,1.17199774176821e-21,NA
"B.1.617.2",18639,"East of England",0.001,3.9617303057046e-19,NA,0.001,0.001,2021-01-12,"Tuesday",5204.14285714286,5226,4759.47163950603,NA,6.93465122673196e-16,NA
"P.1",18639,"East of England",0.001,9.44943805627246e-07,NA,0.001,0.001,2021-01-12,"Tuesday",5204.14285714286,5226,4759.47163950603,NA,0.00269677472710815,NA
"B.1.1.7",18640,"East of England",0.937711676681024,0.0033786861995757,NA,0.931089573414793,0.944333779947255,2021-01-13,"Wednesday",5012.85714285714,4908,4565.52290380479,4602.28890915046,4700.61467639102,4281.14413705241
"other",18640,"East of England",0.0215248699840144,0.00166788621965308,NA,0.0182558730631837,0.0247938669048451,2021-01-13,"Wednesday",5012.85714285714,4908,4565.52290380479,105.644061881542,107.901098248438,98.2722869134379
"B.1.177+",18640,"East of England",0.0402442333439831,0.00298764381304553,NA,0.0343885590717799,0.0460999076161862,2021-01-13,"Wednesday",5012.85714285714,4908,4565.52290380479,197.518697252269,201.738592577195,183.735969078019
"B.1.351",18640,"East of England",0.001,9.75515238234199e-05,NA,0.001,0.001,2021-01-13,"Wednesday",5012.85714285714,4908,4565.52290380479,1.64220600292598,1.6772909722515,1.52761391995197
"B.1.525",18640,"East of England",0.001,8.9466836355139e-05,NA,0.001,0.001,2021-01-13,"Wednesday",5012.85714285714,4908,4565.52290380479,NA,0.92252752067584,NA
"B.1.617.1",18640,"East of England",0.001,3.61523548050342e-24,NA,0.001,0.001,2021-01-13,"Wednesday",5012.85714285714,4908,4565.52290380479,NA,2.90841411399377e-21,NA
"B.1.617.2",18640,"East of England",0.001,7.22417717641083e-19,NA,0.001,0.001,2021-01-13,"Wednesday",5012.85714285714,4908,4565.52290380479,NA,1.23946625687247e-15,NA
"P.1",18640,"East of England",0.001,1.05499256077564e-06,NA,0.001,0.001,2021-01-13,"Wednesday",5012.85714285714,4908,4565.52290380479,NA,0.00295714756464585,NA
"B.1.1.7",18641,"East of England",0.941498614035218,0.00318120640202493,NA,0.935263564059861,0.947733664010575,2021-01-14,"Thursday",4839.71428571429,4589,4377.49135801442,4320.53713980761,4556.58429232644,4121.40204652172
"other",18641,"East of England",0.0203886425838355,0.00157840552444813,NA,0.0172950246029181,0.0234822605647529,2021-01-14,"Thursday",4839.71428571429,4589,4377.49135801442,93.5634808172213,98.6752047793115,89.2511067123848
